Stand	TreeID	StemSection	Year	EWD	EWW	LWD	LWW	RW	RD	R	CA	RA	LWP
1	110	1	1980	0.426958053	0.317334188	0.568967007	0.382664812	0.699999	0.504589349	15.475	11	69.60188361	0.546664798
1	110	1	1981	0.288332761	2.932717173	0.474903187	0.342284827	3.275002	0.307832054	16.174999	12	366.5357292	0.104514387
1	110	1	1982	0.263138737	2.271764175	0.500089171	1.728233825	3.999998	0.365515227	19.450001	13	539.0970298	0.432058672
1	110	1	1983	0.403439243	2.5543965	0.508158686	0.4706045	3.025001	0.419730623	23.449999	14	474.4532874	0.155571684
1	110	1	1984	0.280752779	4.4349607	0.376248552	2.4150383	6.849999	0.314420806	26.475	15	1286.890389	0.352560387
1	110	1	1985	0.273306114	5.102121745	0.402259271	1.597879255	6.700001	0.304060075	33.324999	16	1543.920211	0.238489405
1	110	1	1986	0.279093776	5.918983254	0.509669381	0.606017746	6.525001	0.300508778	40.025	17	1774.691873	0.092876269
1	110	1	1987	0.244324641	5.49836958	0.449812633	0.45162742	5.949997	0.259921962	46.550001	18	1851.488824	0.075903806
1	110	1	1988	0.238454589	2.946935513	0.437687356	0.528063487	3.474999	0.268730151	52.499998	19	1184.224919	0.151960759
1	110	1	1989	0.31410748	3.081542599	0.534324632	0.618461401	3.700004	0.350917118	55.974997	20	1344.304634	0.167151549
1	110	1	1990	0.267859636	4.213146442	0.446564458	0.611850558	4.824997	0.290520924	59.675001	21	1882.266381	0.126808485
1	110	1	1991	0.249489474	3.952251604	0.458534958	0.497753396	4.450005	0.272872167	64.499998	22	1865.644762	0.11185457
1	110	1	1992	0.285305103	1.767681311	0.538569078	0.632312689	2.399994	0.352031114	68.950003	23	1057.834434	0.263464279
1	110	1	1993	0.271827957	3.094871911	0.500810118	0.505134089	3.600006	0.303957541	71.349997	24	1654.616776	0.140314791
1	110	1	1994	0.266458816	3.112499	0.453917994	0.487499	3.599998	0.291843875	74.950003	25	1736.043181	0.135416464
1	110	1	1995	0.289798679	1.957236816	0.497537542	0.367760184	2.324997	0.322658112	78.550001	26	1164.471041	0.158176627
1	110	1	1996	0.260984921	2.10886264	0.599783256	0.46614236	2.575005	0.322316163	80.874998	27	1329.326287	0.181025808
1	110	1	1997	0.261087582	1.996879636	0.560790373	0.528114364	2.524994	0.32377183	83.450003	28	1343.964253	0.209154701
1	110	1	1998	0.280571766	3.377681012	0.577088382	0.497318988	3.875	0.318626822	85.974997	29	2140.435724	0.128340384
1	110	1	1999	0.29951249	2.891729394	0.59478875	0.533273606	3.425003	0.345487059	89.849997	30	1970.418423	0.155700187
1	110	1	2000	0.277414948	2.171773718	0.527193332	0.653223282	2.824997	0.335171135	93.275	31	1680.701171	0.231229726
1	110	1	2001	0.268569266	3.303308053	0.439402295	0.621694947	3.925003	0.295628106	96.099997	32	2418.370384	0.158393496
1	110	1	2002	0.311238384	4.190762192	0.567019891	0.884234808	5.074997	0.355804107	100.025	33	3270.425424	0.174233563
1	110	1	2003	0.271942109	2.520993698	0.605868267	0.704012302	3.225006	0.344837515	105.099997	34	2162.348502	0.218297982
1	110	1	2004	0.309210573	3.113699734	0.530027876	0.936295266	4.049995	0.360260067	108.325003	35	2808.062015	0.231184302
1	110	1	2005	0.304180561	4.651256706	0.456630395	0.423740294	5.074997	0.316909462	112.374998	36	3664.23162	0.083495674
1	110	1	2006	0.275468492	6.53335907	0.491398761	0.64164393	7.175003	0.294778636	117.449995	37	5456.597097	0.089427688
1	110	1	2007	0.287963013	3.943266637	0.629342948	0.831742363	4.775009	0.347426807	124.624998	38	3810.662935	0.174186554
1	110	1	2008	0.261776674	1.322774366	0.390864786	0.277216634	1.599991	0.284142658	129.400007	39	1308.905826	0.173261371
1	110	1	2009	0.348084381	2.125136376	0.568419775	0.624863624	2.75	0.39814968	130.999998	40	2287.275767	0.227223136
1	110	1	2010	0.319881309	2.60857633	0.5493242	0.56642667	3.175003	0.360814364	133.749998	41	2699.865669	0.178401932
1	110	1	2011	0.285533612	0.831698285	0.408828641	0.268307715	1.100006	0.315607091	136.925001	42	950.1642004	0.243914774
1	110	1	2012	0.398319232	0.744605092	0.566667294	0.555382908	1.299988	0.470241154	138.025007	43	1132.706492	0.427221565
1	110	1	2013	0.332932917	0.956822234	0.553911138	0.543177766	1.5	0.412953221	139.324995	44	1320.175726	0.362118511
1	110	1	2014	0.355478226	1.391082144	0.551606388	0.633926856	2.025009	0.416875933	140.824995	45	1804.670389	0.313048908
1	110	1	2015	0.325508487	1.539403815	0.524551035	0.760599185	2.300003	0.391330836	142.850004	46	2080.993768	0.330694866
1	110	1	2016	0.339334609	1.409577411	0.498107783	0.640410589	2.049988	0.38893491	145.150007	47	1882.800447	0.312397238
1	110	1	2017	0.352505356	0.8643707	0.478594724	0.5356383	1.400009	0.400746685	147.199995	48	1301.004709	0.382596326
1	110	1	2018	0.34478117	0.564446359	0.540492667	0.585547641	1.149994	0.444432477	148.600004	49	1077.882677	0.509174518
1	110	1	2019	0.339857962	1.114744621	0.749539249	0.360261379	1.475006	0.439920162	149.749998	50	1394.678435	0.244244009
1	110	2	1980	0.266716252	0.630738312	0.467447275	0.719261688	1.35	0.373663019	0	0	5.725552611	0.532786436
1	110	2	1981	0.443211053	0.51130137	0.4513075	1.56369963	2.075001	0.449312453	1.35	1	31.12731423	0.75358982
1	110	2	1982	0.351836606	1.126373956	0.467683847	0.223626044	1.35	0.371026577	3.425001	2	34.77743916	0.165648921
1	110	2	1983	0.411703026	1.793232824	0.530583923	0.431766176	2.224999	0.434772137	4.775001	3	82.30773403	0.194052301
1	110	2	1984	0.336003516	6.430532343	0.569136891	0.519467657	6.95	0.353428732	7	4	457.4237443	0.074743548
1	110	2	1985	0.306603645	6.483655702	0.574253429	0.816344298	7.3	0.336534382	13.95	5	807.2636483	0.111827986
1	110	2	1986	0.329610983	5.410244618	0.592191581	0.714755382	6.125	0.360252762	21.25	6	935.6546495	0.116694756
1	110	2	1987	0.289321223	6.336852176	0.438822266	0.738147824	7.075	0.304918943	27.375	7	1374.169933	0.104331848
1	110	2	1988	0.272335008	5.067306579	0.465354177	0.432693421	5.5	0.287520121	34.45	8	1285.539714	0.078671531
1	110	2	1989	0.307529552	3.805172089	0.583344493	0.444827911	4.25	0.336397831	39.95	9	1123.551343	0.104665391
1	110	2	1990	0.26215238	4.738325147	0.482206042	0.436677853	5.175003	0.28072098	44.2	10	1521.319137	0.084382145
1	110	2	1991	0.285929609	3.921434944	0.512615941	0.328565056	4.25	0.303454599	49.375003	11	1375.232264	0.077309425
1	110	2	1992	0.27704548	4.787994422	0.513735953	0.462005578	5.25	0.297874493	53.625003	12	1855.50326	0.088001062
1	110	2	1993	0.259808588	3.852396515	0.585857369	0.622602485	4.474999	0.305171454	58.875003	13	1718.315387	0.139129078
1	110	2	1994	0.249094615	2.750997888	0.584203153	0.749002112	3.5	0.320808044	63.350002	14	1431.623816	0.214000603
1	110	2	1995	0.276309446	4.559629856	0.564950673	0.565370144	5.125	0.308151228	66.850002	15	2235.174515	0.110316126
1	110	2	1996	0.28653186	3.791481203	0.575561752	0.558516797	4.349998	0.323641773	71.975002	16	2026.656224	0.128394725
1	110	2	1997	0.288333072	3.2024972	0.596136024	0.4225028	3.625	0.324208274	76.325	17	1779.702421	0.116552497
1	110	2	1998	0.271020507	4.255674137	0.50399777	0.344324863	4.599999	0.288459612	79.95	18	2377.24263	0.074853247
1	110	2	1999	0.253144642	1.52669223	0.306040088	0.92331177	2.450004	0.27307889	84.549999	19	1320.405709	0.376861332
1	110	2	2000	0.337941395	1.376997695	0.580548765	0.422998305	1.799996	0.394954025	87.000003	20	994.1233814	0.234999581
1	110	2	2001	0.273840217	2.308742386	0.623163706	0.766261614	3.075004	0.360888293	88.799999	21	1745.394592	0.249190445
1	110	2	2002	0.245254015	1.012497	0.291682995	1.012497	2.024994	0.268468505	91.875003	22	1181.845983	0.5
1	110	2	2003	0.320669686	3.108078901	0.550515792	1.141921099	4.25	0.382426419	93.899997	23	2564.207114	0.268687317
1	110	2	2004	0.251366145	1.950510638	0.326772192	2.049489362	4	0.290002118	98.149997	24	2517.043959	0.512372341
1	110	2	2005	0.348105944	1.228214769	0.513351157	0.421787231	1.650002	0.390347299	102.149997	25	1067.569435	0.255628315
1	110	2	2006	0.239840154	3.949124807	0.302167027	0.225878193	4.175003	0.243212195	103.799999	26	2777.674533	0.054102522
1	110	2	2007	0.331896373	1.913878065	0.504491175	0.336121935	2.25	0.357679883	107.975002	27	1542.364942	0.149387527
1	110	2	2008	0.279218319	3.000060706	0.662106267	0.374939294	3.375	0.321754537	110.225002	28	2373.188585	0.111093124
1	110	2	2009	0.30958503	2.579042981	0.595702898	0.545957019	3.125	0.359571609	113.600002	29	2261.210439	0.174706246
1	110	2	2010	0.294327945	3.815868133	0.580465854	0.484134867	4.300003	0.326544048	116.725002	30	3211.731045	0.112589425
1	110	2	2011	0.315678306	2.340675055	0.588576957	0.409324945	2.75	0.356298024	121.025005	31	2114.920261	0.148845435
1	110	2	2012	0.316657807	0.998589553	0.68978873	0.426398447	1.424988	0.428309586	123.775005	32	1114.594299	0.2992295
1	110	2	2013	0.335056162	2.053808519	0.620090507	0.471200481	2.525009	0.388247387	125.199993	33	2006.340099	0.186613387
1	110	2	2014	0.309966325	2.160940593	0.629583251	0.539056407	2.699997	0.373778081	127.725002	34	2189.703363	0.199650743
1	110	2	2015	0.308793601	2.51979755	0.464580068	0.83020845	3.350006	0.347401066	130.424999	35	2780.534432	0.247822974
1	110	2	2016	0.348661147	1.931788292	0.635181349	0.293202708	2.224991	0.386417929	133.775005	36	1885.731406	0.131777031
1	110	2	2017	0.320149583	0.966674273	0.708290061	0.583328727	1.550003	0.46622252	135.999996	37	1332.045693	0.376340386
1	110	2	2018	0.269917034	0.97708531	0.54358253	0.32291769	1.300003	0.3378949	137.549999	38	1128.839681	0.24839765
1	110	2	2019	0.628929493	0.477998149	0.935027804	0.496992851	0.974991	0.784960341	138.850002	39	853.5883548	0.509740963
1	110	3	1990	0.206577347	1.218923249	0.395009448	0.431077751	1.650001	0.255806945	0	0	8.552996367	0.261259085
1	110	3	1991	0.438789233	1.775560691	0.522640233	0.474439309	2.25	0.456470215	1.650001	1	39.2306524	0.210861915
1	110	3	1992	0.332358328	2.497634414	0.393675927	1.577364586	4.074999	0.356093354	3.900001	2	152.0236075	0.387083429
